SSN,Sentinel_site,Latitude,Longitude,xrpd_cluster,xrpd_cluster_subset,pH,TOC,K,Ca,Mn,Fe,Ni,Cu,Zn,m3.B,m3.Mg,m3.K,m3.Ca,m3.Mn,m3.Fe,m3.Cu,m3.Zn
icr024977,Itende,-6.87918282,34.19307327,2,FALSE,5.74,2402.49872,7043.037,335.8606667,62.07733333,2846.195,3.035,3.490333333,4.817333333,0.04,75,57,206,39,43,0.62,1.13
icr024995,Itende,-6.859828,34.19452667,4,FALSE,5.67,2489.95654,28764.05067,825.0456667,121.984,8567.365667,10.454,5.630333333,10.42066667,0.06,132,130,126,57,43,0.5,2.04
icr025010,Itende,-6.927495,34.22314835,4,FALSE,5.47,4490.17867,21115.11767,1953.379333,114.602,3718.482667,2.932333333,3.224666667,5.425,0.01,91,51,131,55,131,0.41,2.15
icr025017,Itende,-6.90416813,34.21570587,2,FALSE,5.09,2933.55778,3394.821,398.3306667,19.78566667,3974.596333,7.613,4.714,5.64,0.01,166,31,277,6,164,0.67,0.49
icr025037,Itende,-6.87863302,34.2233963,2,FALSE,6.12,2871.13577,21434.45467,611.898,133.268,2581.31,3.704333333,2.988666667,5.371333333,0.03,65,48,312,96,50,0.7,0.87
icr025056,Itende,-6.85391283,34.21279907,4,FALSE,6.2,1933.6348,25738.57767,330.3306667,117.5653333,3336.924333,1.864666667,1.947,6.271666667,0.01,71,55,165,70,44,0.22,1.91
icr025075,Itende,-6.91894484,34.23665237,4,TRUE,6.12,3540.35705,25137.203,971.915,214.7933333,10427.46667,13.65733333,8.622666667,9.268666667,0.1,159,153,160,130,62,0.81,0.75
icr025093,Itende,-6.89881992,34.24073792,4,FALSE,6.09,2926.4982,25248.137,1127.959,88.26866667,3894.780333,4.466666667,2.300666667,6.377666667,0.11,90,82,220,46,62,0.2,0.94
icr025112,Itende,-6.87730789,34.24555969,2,FALSE,6.31,2891.12762,17106.45767,1900.883,77.65233333,4624.245333,3.327,3.13,7.775,0.03,173,71,408,51,62,0.37,2.33
icr025136,Itende,-6.8516202,34.24331284,4,FALSE,7.01,9476.08978,55989.926,1948.212333,135.663,2656.97,2.623666667,1.681666667,5.632666667,0.11,97,74,1123,112,51,0.39,2.12
icr030025,Dambidolo,8.57689476,34.97977448,9,TRUE,5.53,41664.99138,4260.100333,4228.353,2070.725667,105707.2567,71.03,36.85933333,74.51066667,0.107,522.78,191.34,2275.98,123.7,70.79,1.88,0.266
icr030044,Dambidolo,8.60079002,34.98501205,9,TRUE,5.441,47998.18993,5602.491,5123.28,2174.771667,80276.24033,45.26333333,23.563,63.499,0.192,492.98,259.14,2725.98,105.9,67.64,2.041,0.636
icr030064,Dambidolo,8.6298523,34.98375702,9,TRUE,6.69,53092.95416,6035.361667,12108.72,1636.498333,81104.02667,46.69033333,28.77233333,85.17566667,0.673,1008.98,477.14,6085.98,134.4,243.9,2.873,5.927
icr030084,Dambidolo,8.65487957,34.98785019,9,TRUE,5.815,50462.88252,4526.753667,6516.634667,1994.662,87278.599,49.776,23.154,61.90466667,0.242,523.08,142.74,3399.98,122.6,69.32,2.093,0.459
icr030104,Dambidolo,8.58185482,34.99887466,8,FALSE,6.349,9794.21198,21114.79567,20895.35333,634.4093333,33889.629,19.525,21.10166667,51.93866667,0.084,269.78,150.04,999.98,37.85,86.87,0.926,0.569
icr030124,Dambidolo,8.59928799,35.00059891,5,FALSE,5.706,11525.97964,26561.54867,4096.87,469.881,23036.227,8.315,10.78333333,27.318,0.093,179.28,145.44,908.48,119.6,107,1.08,0.652
icr030144,Dambidolo,8.62714481,35.00778198,7,TRUE,5.721,26218.90068,8725.689667,3739.137333,1512.054667,55973.211,11.07433333,14.72766667,62.734,0.141,510.88,129.64,2703.98,136.5,110.8,1.349,0.579
icr030164,Dambidolo,8.64413834,34.9988327,8,FALSE,5.411,21056.63419,4840.698667,8052.243667,1595.465667,59546.366,31.08966667,20.95866667,45.957,0.109,1017.98,245.24,5620.98,70.53,229.5,2.627,0.359
icr030184,Dambidolo,8.57880211,35.02257156,7,FALSE,6.534,22783.34856,19841.094,25597.19,953.8356667,41913.93867,10.63566667,42.93,51.456,0.391,431.38,213.24,2082.98,133,113.1,3.847,0.902
icr030201,Dambidolo,8.60359764,35.02456665,9,TRUE,6.188,73839.92195,5982.747,10129.109,1572.446333,70658.975,56.994,26.511,43.573,0.402,947.68,301.44,4774.98,179.2,59.79,1.977,1.005
icr030219,Dambidolo,8.61843967,35.02986145,7,TRUE,5.193,17056.00262,23684.90433,5327.972,836.496,46178.401,26.02733333,23.72266667,30.063,0.064,346.78,134.04,1741.98,91.96,92.24,2.419,0.469
icr030239,Dambidolo,8.64140797,35.02413177,9,FALSE,5.648,39184.5119,5833.374,5292.765,1653.672,62078.60767,73.533,32.54166667,34.18633333,0.314,338.38,109.44,2842.98,161.8,58.83,2.647,0.323
icr030259,Dambidolo,8.57747841,35.04580688,6,FALSE,6.377,12311.47707,33953.205,5548.109667,255.9016667,12391.41967,5.742,5.116666667,14.48933333,0.111,218.98,117.54,860.08,58.18,107.2,0.564,0.518
icr030277,Dambidolo,8.6030798,35.04847336,9,FALSE,6.241,15323.62163,10379.72133,26931.21433,1041.226667,54968.78767,4.869,49.12,57.519,0.105,486.58,86.67,2083.98,48.07,98.99,2.89,0.381
icr030297,Dambidolo,8.62918758,35.05138397,7,TRUE,6.146,30822.96133,13262.604,14516.59867,1098.011333,35173.93633,17.68066667,22.11533333,30.941,0.368,445.78,228.54,2867.98,180,178.7,4.102,1.491
icr030317,Dambidolo,8.64607239,35.05302811,8,FALSE,6.483,15080.20759,23489.10167,29676.35867,650.8073333,44280.69667,12.025,56.36733333,58.47066667,0.163,226.58,176.34,1323.98,39.05,125.1,2.005,1.64
icr030336,Merar,9.57485485,42.66679382,8,FALSE,8.103,33295.81141,16624.14767,86598.76867,728.363,31668.868,63.365,24.97033333,52.92433333,1.077,593.9,395.6,20360,199,90.45,5.865,1.161
icr030353,Merar,9.59475517,42.66899109,8,FALSE,8.328,70644.03534,9536.927667,231705.2413,398.5666667,20667.03233,76.694,14.09566667,28.23166667,0.308,363.3,111.4,29960,27.62,7.46,0.992,0.721
icr030368,Merar,9.61504269,42.66503906,5,FALSE,8.516,49827.38018,9749.859333,181796.355,296.6416667,8807.774,42.566,4.575333333,12.12166667,0.225,558,55.36,33130,68.73,18.89,0.465,0.467
icr030377,Merar,9.63304997,42.66046143,9,FALSE,8.486,103982.0385,2673.143667,426430.856,100.5723333,5381.811667,211.1823333,2.688333333,6.892,0.162,182.2,37.52,22300,8.151,8.485,0.07,0.492
icr030388,Merar,9.56801796,42.69237518,8,FALSE,8.203,37223.0041,17432.451,90025.683,678.6866667,34678.5,73.14233333,26.818,58.816,1.22,885.3,307,19083.1,112.3,24.81,3.106,0.964
icr030401,Merar,9.59038162,42.68822861,8,FALSE,8.169,39448.17305,15035.22567,91361.202,634.5983333,31963.81867,68.917,23.88166667,51.86633333,1.075,593.6,270.4,21363.1,78.54,18.82,2.664,0.673
icr030431,Merar,9.63597775,42.69142151,8,FALSE,8.039,55703.8784,13099.29867,152658.914,607.0856667,28868.67233,60.942,22.224,49.20366667,1.406,498.9,337.1,12343.1,106.4,31.59,2.833,1.748
icr030439,Merar,9.56470776,42.71464157,8,FALSE,8.082,31539.30426,13828.872,68199.9,561.9213333,28016.87333,59.84866667,20.16933333,48.23833333,0.987,887.9,337,16923.1,142.4,31.37,3.219,1.187
icr030459,Merar,9.59254456,42.7080574,8,FALSE,8.177,33104.68912,18058.13067,65002.36933,803.8093333,34195.95167,76.26366667,24.35666667,59.71666667,1.41,750.9,492.2,14543.1,144.5,23.23,2.438,0.785
icr030479,Merar,9.6164484,42.70803833,8,FALSE,7.812,50376.35565,17290.99033,145531.1537,404.396,22208.56067,51.393,17.44833333,39.63333333,1.061,565.9,3745,14373.1,19.3,7.045,1.333,1.461
icr030495,Merar,9.63629723,42.71965027,8,FALSE,8.295,33616.01949,15744.54867,89497.81433,671.8353333,32332.18333,69.569,23.668,52.816,0.88,1000,355.6,11770,78.5,30.66,2.552,0.839
icr030512,Merar,9.56637478,42.73178101,8,FALSE,8.115,61567.03711,12924.82833,95244.91167,470.8023333,26221.26333,62.20833333,17.87433333,40.08166667,1.377,520.2,292.8,11880,63.23,68.77,3.573,1.658
icr030532,Merar,9.5883646,42.72484207,8,FALSE,8.079,101191.1249,18734.60333,167715.6233,441.8333333,17952.35133,50.874,16.46433333,67.43666667,3.878,934.7,5047,8377,127.9,35.31,2.984,16.99
icr030552,Merar,9.61545658,42.73780441,8,FALSE,8.168,35749.08137,16202.072,86374.632,623.5843333,31167.36,69.91066667,21.02233333,52.89966667,1.059,802.3,399,10870,96.29,27.4,2.594,0.636
icr030572,Merar,9.63665199,42.73842239,8,FALSE,8.345,36381.55818,14650.71833,91548.56133,603.549,29965.83867,65.505,20.22266667,48.21333333,0.974,1010,285.7,11140,95.76,25.8,2.287,0.909
icr033352,Mbalambala,-0.150345,38.99033356,8,FALSE,8.318,4122.75389,18901.40767,31764.075,873,32304.53067,26.55066667,19.83166667,39.62233333,9.845,868.2,465.2,12628.3,227.6,27.76,2.182,0.822
icr033372,Mbalambala,-0.12604301,38.9902153,8,FALSE,8.517,4209.31473,21912.206,25338.50333,845.3026667,29965.81833,21.66233333,18.25566667,35.945,10.95,1123,491.7,10098.3,237,34.72,2.323,0.931
icr033390,Mbalambala,-0.12994801,38.99116898,8,FALSE,9.237,4047.56978,23489.37433,37211.991,729.9033333,27331.70467,19.25133333,17.68866667,34.61733333,2.913,1322,552.1,12808.3,176,34.38,2.705,0.738
icr033393,Mbalambala,-0.102418,38.9889183,8,FALSE,9.205,2727.50258,26056.36633,61589.213,1047.781667,37218.349,6.400666667,10.58866667,75.789,0.853,381,344.9,8836.32,193.7,18.14,0.805,0.783
icr033408,Mbalambala,-0.15257999,39.01852417,8,FALSE,8.219,3297.93409,20489.746,39975.20567,810.3166667,29692.61133,22.73933333,19.09933333,37.45766667,23.55,636.4,426.1,12928.3,231.7,27.84,1.945,1.364
icr033446,Mbalambala,-0.129155,39.01071167,8,FALSE,8.814,2868.55176,23663.891,44943.51267,838.9026667,32134.197,23.20233333,23.996,43.83633333,8.297,793,424.1,10798.3,223.6,30.51,2.616,0.656
icr033448,Mbalambala,-0.104105,39.01512146,8,TRUE,8.198,9609.17681,38818.76267,28298.541,1841.518333,48003.60267,15.32,17.67466667,102.772,2.634,579.8,1250,8106.32,390.2,38.88,1.66,1.851
icr033467,Mbalambala,-0.14825299,39.0405426,6,FALSE,9.214,1283.96783,31619.548,50327.821,771.0043333,26744.87267,17.287,17.45766667,36.75566667,9.563,345,181.8,5053.32,234.4,54.47,1.27,0.52
icr033487,Mbalambala,-0.13617,39.0349884,8,FALSE,8.153,3080.96305,24041.59933,43686.341,913.6556667,35291.40967,27.73166667,23.84766667,48.04433333,18.48,606.8,688.1,14398.3,275.3,27.97,2.408,0.822
icr033507,Mbalambala,-0.106482,39.03767776,7,FALSE,8.618,3642.56725,26997.947,18091.88267,822.752,26797.924,13.93733333,14.43966667,49.97733333,1.891,509.5,679.4,4860.32,387.6,45.54,1.98,1.045
icr033526,Mbalambala,-0.15493301,39.06001282,4,FALSE,9.242,1211.86461,14673.5,13148.622,637.4506667,11017.655,8.154,7.977666667,17.65833333,3.071,595.9,204.6,5151.32,324,37.4,0.99,0.622
icr033546,Mbalambala,-0.137943,39.0579567,8,TRUE,8.413,4417.61285,28913.43733,33409.29333,933.665,31686.718,12.93733333,15.81366667,84.43733333,2.474,446.1,1372,9988.32,296,29.66,1.577,1.535
icr033567,Mbalambala,-0.109038,39.05654144,5,FALSE,7.953,3497.30521,25629.028,10144.50667,898.8363333,26139.39567,6.550666667,8.699333333,48.44266667,0.919,451.1,995.8,2689.32,364.3,72.34,0.858,1.021
icr033581,Mbalambala,-0.104208,39.05907822,8,FALSE,8.382,12074.53966,32525.79667,53794.479,1181.138667,34459.66433,2.691,9.739,101.9043333,2.321,478.8,3021,8907.32,318,39.95,0.733,2.514
icr033583,Mbalambala,-0.091448,39.06403351,8,FALSE,8.432,9080.87254,22517.00933,23888.807,1184.077333,47680.57367,23.33933333,33.93366667,75.93866667,1.759,631,252.1,4558.32,364.4,184.6,4.373,2.831
icr033603,Mega,4.14386177,38.25843048,8,TRUE,8.249,15643.32068,20034.69567,20851.38967,822.8543333,32368.35333,67.89033333,19.07366667,65.509,1.588,1273,832.1,10018.3,248.9,24.07,3.383,1.136
icr033622,Mega,4.17808723,38.26189041,8,FALSE,8.583,10830.14786,15845.766,46529.097,460.3506667,24135.046,131.4566667,12.968,29.84633333,1.303,1111,1156,11858.3,66.65,25.63,2.701,1.539
icr033638,Mega,4.19490194,38.25834656,8,FALSE,8.519,12969.07246,17472.45233,31375.636,447.1263333,25426.65933,90.73533333,15.23533333,37.93633333,2.842,1080,2037,9501.32,102.4,25.17,3.04,1.017
icr033657,Mega,4.21533012,38.26117706,8,TRUE,8.359,13533.53322,16573.05667,24763.92733,571.8553333,33129.67367,111.151,18.68766667,42.59266667,1.08,1563,355,9591.32,136.7,35.58,3.771,0.927
icr033677,Mega,4.14940786,38.29164124,8,TRUE,8.252,17115.46183,28017.53467,33304.84833,915.6413333,32846.74467,93.48933333,22.10833333,59.75633333,1.629,1038,582.5,11898.3,190.3,23.61,3.579,0.765
icr033697,Mega,4.17650223,38.28850937,8,FALSE,8.073,20183.91907,12877.82933,27375.27733,1020.289667,41194.513,149.273,29.06,59.45533333,8.644,2233,315.1,14538.3,60.49,28.83,3.115,0.734
icr033715,Mega,4.19285202,38.2822876,8,TRUE,8.411,9251.36328,22094.174,24980.93833,456.5126667,36285.45967,154.7166667,19.221,43.979,2.725,1740,1500,7745.32,100,32.14,3.109,0.971
icr033733,Mega,4.2169199,38.28134918,8,TRUE,8.668,11669.58451,12414.21533,31154.11633,539.9616667,34794.29533,122.0183333,18.733,43.012,4.339,2693,218.1,13258.3,45.02,41.35,3.079,0.411
icr033753,Mega,4.14850712,38.31196213,8,TRUE,8.271,16412.80293,23007.29067,24450.01767,815.1133333,41716.35533,133.2696667,27.672,60.86566667,1.331,1475,713.8,13318.3,150.2,25.72,3.65,0.682
icr033772,Mega,4.1779871,38.30709839,8,TRUE,8.233,9851.26942,23314.74367,15034.268,649.6116667,40046.269,142.9333333,24.59433333,58.867,1.484,1551,727.2,7487.32,187.2,31.5,4.215,0.87
icr033792,Mega,4.1927681,38.30604172,8,TRUE,8.329,14383.64267,15259.26367,58241.92033,493.0033333,28035.97933,131.3906667,15.17066667,34.25066667,1.171,1460,226.6,13248.3,87.15,34.31,2.878,0.508
icr033812,Mega,4.20917797,38.31288528,8,TRUE,8.537,9268.77797,16277.04533,22113.07533,560.3483333,38626.018,147.9636667,22.564,53.415,2.92,2749,311.9,9612.32,92,44.27,3.646,0.512
icr033832,Mega,4.14266682,38.33316422,8,FALSE,8.834,19729.05815,12205.62267,55441.415,794.055,30845.131,82.10433333,23.22666667,51.86366667,6.36,1848,301.4,15978.3,71.65,23.69,2.843,0.494
icr033852,Mega,4.16091299,38.33256149,8,TRUE,8.186,12879.16124,24617.456,19829.85433,657.654,36152.189,117.7606667,24.296,60.736,1.147,1407,1125,11508.3,120.4,26.06,3.995,0.566
icr033872,Mega,4.19322205,38.3321991,8,TRUE,8.573,18813.85565,17785.55367,50905.55967,529.73,28210.46467,127.761,15.85733333,37.85833333,1.503,963.9,352.8,13748.3,68.08,30.24,3.24,0.681
icr033891,Mega,4.20751286,38.32760239,8,FALSE,8.365,15863.05082,14828.97533,45471.48067,578.4006667,34012.97033,122.3263333,21.78933333,52.45966667,1.514,1690,663.2,13538.3,95,27.15,3.223,0.713
icr033911,Ibi,8.10135,9.867401667,2,TRUE,5.466,2975.37699,7975.645333,297.5653333,37.512,5870.248667,2.791333333,3.698,3.791,0.045,82.81,52.36,268.47,20.7,125.1,0.311,0.634
icr033931,Ibi,8.13086,9.857668333,4,FALSE,5.427,2649.93951,22722.96367,445.5536667,24.41133333,4286.123333,2.877333333,3.678333333,5.615,0.028,73.93,94.12,331.67,8.867,158.4,0.742,0.818
icr033951,Ibi,8.14880667,9.866153333,7,FALSE,6.39,8557.31666,8558.518,1451.592,151.287,98874.297,11.84566667,23.746,17.38666667,0.13,208.71,129.5,1027.87,61.36,152.3,1.305,0.994
icr033971,Ibi,8.17299167,9.854511667,4,FALSE,5.385,3967.82324,13717.667,654.363,80.86633333,11863.789,5.915333333,6.679333333,7.934666667,0.04,150.71,52.14,520.17,42.71,104.1,0.735,0.382
icr033991,Ibi,8.10690833,9.881415,2,TRUE,5.315,2971.91396,8582.702,386.5086667,26.94833333,4126.920333,3.607,3.872666667,4.227666667,0.036,47.37,39.51,325.37,10.41,136.6,0.592,0.608
icr034011,Ibi,8.12667833,9.880528333,1,FALSE,6.367,2368.84058,4842.944,368.5466667,78.40766667,6314.813,2.174666667,3.888,4.347,0.093,89.31,47.92,396.07,79.7,62.08,0.358,0.335
icr034031,Ibi,8.146075,9.884018333,1,FALSE,5.13,2306.26971,3546.467,209.358,36.29933333,3688.623,2.813333333,3.460333333,2.735,0.02,48.93,26.03,220.67,17.63,127.7,0.484,0.766
icr034051,Ibi,8.173905,9.888138333,2,TRUE,6.586,6563.83485,3210.055,914.67,151.519,11787.846,6.751,6.472666667,5.672333333,0.148,133.01,64.63,880.57,154.5,84.36,0.725,0.624
icr034071,Ibi,8.10638833,9.903975,2,FALSE,6.094,3061.48857,6972.249,431.923,157.626,5895.475667,4.024,3.976333333,9.760666667,0.061,83.05,46.6,440.37,136.5,68.91,0.487,0.535
icr034091,Ibi,8.12839333,9.910415,1,FALSE,6.15,4363.55978,5226.869667,513.7586667,119.8023333,4635.857,3.181,3.846,5.471333333,0.065,81.71,42.89,508.77,107.8,67.45,0.478,0.444
icr034111,Ibi,8.15104,9.90334,1,FALSE,5.063,2567.9566,3349.494333,186.3343333,20.90333333,5690.766333,4.051333333,4.473666667,3.900666667,0.024,36.53,62.53,196.77,5.476,136.7,0.522,0.58
icr034131,Ibi,8.16784833,9.90665,1,FALSE,5.086,3069.32837,2192.400333,345.948,104.0236667,7673.761667,4.078666667,5.218,4.33,0.051,85.47,31.77,386.37,106.3,102.4,0.464,0.466
icr034151,Ibi,8.10137667,9.921948333,2,FALSE,6.201,2538.82036,7621.981,320.1176667,65.65333333,5315.168333,1.645,3.23,2.997,0.046,53.11,29.21,356.77,53.05,55.6,0.298,1.306
icr034171,Ibi,8.132995,9.929275,1,FALSE,6.388,3121.36352,2382.791333,384.8996667,120.1356667,5635.966,3.054666667,3.959333333,3.109,0.073,82.47,44.29,415.97,94.17,67.43,0.382,0.615
icr034191,Ibi,8.15869333,9.93064,2,FALSE,6.538,5813.93868,1767.695667,571.9843333,177.985,6088.281,4.011,4.474666667,3.119666667,0.088,121.91,61.36,541.17,155.4,98.19,0.523,0.874
icr034211,Ibi,8.17348833,9.927748333,2,TRUE,5.448,3977.01368,2402.407667,513.4883333,190.8676667,10886.569,8.683,7.667666667,5.934333333,0.051,109.01,38.62,463.67,118.9,73.17,0.756,0.528
icr034263,Katsina ala,6.97864333,9.305081667,6,FALSE,5.898,8484.58886,10397.021,2686.806,1050.923667,44113.50767,2.469666667,13.927,16.76433333,0.055,139.633,91.043,624.3,195.8,148.9,1.246,0.77
icr034283,Katsina ala,7.00485667,9.30729,3,FALSE,6.285,5058.28857,8313.793,670.036,539.7316667,29002.13433,2.569333333,9.874,15.648,0.018,84.103,29.793,471.4,153.9,82.49,0.772,0.399
icr034303,Katsina ala,7.02070167,9.30712,2,FALSE,6.623,4651.90604,19252.88167,694.9713333,348.6833333,9414.995,2.863666667,6.401333333,9.989,0.06,104.833,86.183,478.5,173.1,80.09,0.985,1.375
icr034323,Katsina ala,7.04608833,9.304748333,4,TRUE,5.441,4333.84538,22143.71033,355.8746667,371.041,11540.607,5.679666667,9.257,9.972666667,0.076,97.733,51.653,292.5,165.5,87.86,1.168,0.483
icr034343,Katsina ala,6.97599333,9.33337,2,TRUE,6.37,4351.68371,7915.156,499.4726667,473.0353333,14408.05833,2.303333333,6.537333333,11.005,0.009,103.033,51.803,323,146.9,103.6,0.691,0.477
icr034363,Katsina ala,7.00404333,9.332265,6,FALSE,6.592,8085.95657,17105.313,1108.577667,1001.963333,36153.61433,3.792666667,12.374,15.48033333,0.157,161.733,171.833,761.5,234.4,110.7,0.94,0.858
icr034383,Katsina ala,7.02818167,9.335976667,4,FALSE,5.782,2296.84144,34451.62567,974.688,133.9963333,4512.225333,0.855,2.137333333,7.637333333,0.000927545,55.553,31.093,198.7,32.59,64.97,0.318,0.48
icr034403,Katsina ala,7.04311,9.33436,2,FALSE,5.339,3007.80967,16075.51733,980.7646667,96.264,5939.924,2.114666667,4.463,7.333666667,0.000851699,70.413,44.873,251.1,19.17,161.2,1.034,1.478
icr034423,Katsina ala,6.97757667,9.348373333,3,FALSE,5.369,3200.58733,11732.453,337.8196667,263.184,9145.098667,3.714333333,6.888,9.777333333,0.002,87.763,69.443,295.3,116,100.9,1.083,0.531
icr034442,Katsina ala,7.0012,9.357101667,3,FALSE,5.617,6075.84476,10160.41533,623.195,542.7823333,19050.17433,7.172666667,9.900666667,15.66866667,0.023,100.733,66.363,460.2,191.3,103.2,1.53,0.53
icr034462,Katsina ala,7.03131,9.35504,1,FALSE,5.294,2778.58898,4230.615667,660.7893333,83.82833333,3490.429,1.559666667,3.981333333,4.096,0.081,61.45,42.53,283.07,29.74,97.91,0.756,0.431
icr034482,Katsina ala,7.05069667,9.354231667,1,TRUE,5.896,3979.07197,4148.334,420.4333333,206.2193333,3752.172,1.722666667,3.905333333,5.470333333,0.095,62.18,46.44,366.17,141.7,91.29,0.929,0.764
icr034502,Katsina ala,6.98352667,9.376038333,4,TRUE,6.435,6138.6773,28329.068,796.936,562.257,15732.69467,2.252,6.770666667,12.20233333,0.133,118.71,94.37,678.47,162.9,94.63,0.958,0.864
icr034522,Katsina ala,7.00900167,9.378645,7,FALSE,5.699,882.42959,1033.551,597.7933333,72.09233333,37918.27933,9.795666667,18.02733333,28.111,0.039,138.41,24.78,607.67,18.56,45.27,0.526,0.79
icr034542,Katsina ala,7.02543,9.366843333,2,FALSE,5.549,3368.52968,3255.368667,1106.814667,60.604,3697.810333,3.204,3.915,4.833,0.041,59.82,30.33,277.47,9.14,120.2,0.752,0.459
icr034562,Katsina ala,7.04615167,9.370495,2,FALSE,6.09,3354.32395,5604.764,953.426,145.455,5411.786667,2.307666667,6.152666667,7.181666667,0.09,77.29,67.87,406.97,92.82,72.52,1.317,0.753
icr034614,Imorun,6.717035,4.630036667,3,FALSE,4.511,13913.638,870.159,531.435,269.372,34910.41833,7.322666667,12.31433333,14.249,0.137,84.803,44.863,406.7,12.57,227.9,1.337,0.779
icr034634,Imorun,6.74027833,4.629376667,5,TRUE,4.295,15172.31464,930.5683333,309.0946667,126.282,38899.16333,11.428,11.364,16.19,0.117,65.703,39.203,197.7,5.641,207.4,0.7,0.816
icr034654,Imorun,6.768445,4.625046667,3,FALSE,6.245,8937.79814,2351.493,1166.394667,159.4303333,15306.33233,7.650333333,8.255,16.488,0.276,116.233,37.233,888.8,31.12,107.7,1.02,1.44
icr034674,Imorun,6.78424333,4.627915,3,TRUE,4.697,8057.2772,881.672,531.938,131.684,19587.766,13.8,12.487,17.81366667,0.1,89.043,33.143,406.1,7.442,129.9,1.783,1.011
icr034694,Imorun,6.71556,4.650443333,3,FALSE,3.941,15358.091,2524.683667,247.2243333,93.68666667,15938.93833,5.268666667,7.591666667,10.44233333,0.075,51.683,63.303,170,6.968,421.1,0.858,1.43
icr034714,Imorun,6.74281667,4.643856667,5,TRUE,4.574,14638.5771,1284.186333,489.1626667,700.3196667,43692.93667,17.59833333,16.91566667,24.85666667,0.133,81.903,48.163,262.7,15.47,150.2,1.915,0.751
icr034734,Imorun,6.76571833,4.644376667,3,TRUE,5.154,9515.17105,1046.844667,903.9503333,131.0803333,19603.97167,12.51666667,9.820666667,15.79666667,0.193,88.723,38.403,773.4,7.592,138.1,1.12,0.858
icr034754,Imorun,6.78485167,4.643185,3,TRUE,4.622,9015.00702,1395.359,371.3523333,126.041,23388.87667,9.014333333,9.589333333,14.94366667,0.165,74.643,45.563,298.9,12.5,151.1,0.931,1.063
icr034774,Imorun,6.72280333,4.667463333,3,TRUE,4.924,19052.94001,1352.523667,702.4476667,141.8493333,26612.50833,4.881666667,12.41866667,16.05233333,0.24,98.633,53.033,526.5,22.79,194.2,1.033,0.852
icr034794,Imorun,6.74489167,4.666406667,5,FALSE,5.648,28363.43288,1247.507667,1112.364667,147.5963333,36519.32367,10.68966667,13.591,16.069,0.448,136.433,89.683,968.8,28.1,129.2,1.144,1.266
icr034814,Imorun,6.76660833,4.672126667,4,TRUE,5.967,16928.17509,27367.01333,1563.681,285.3876667,14902.24633,2.780333333,6.676666667,27.307,0.434,227.133,221.633,1172.8,53.48,129.7,1.152,2.797
icr034834,Imorun,6.79339,4.666761667,3,FALSE,5.572,17222.99993,4755.105667,1252.81,161.447,25550.933,7.453666667,8.441,19.04466667,0.442,140.033,98.133,1036.8,29.7,133.4,1.196,1.244
icr034854,Imorun,6.71981167,4.688821667,3,TRUE,5.705,15092.47184,2450.967333,772.9266667,118.488,28436.441,4.737,8.085333333,25.435,0.242,134.933,104.733,643,16.81,166.1,0.985,1.835
icr034874,Imorun,6.74387833,4.68995,6,FALSE,4.624,29396.27647,5280.675333,883.6633333,104.37,27016.51967,8.428,7.926333333,15.38333333,0.179,130.733,89.213,632.9,17.58,283.3,0.373,1.108
icr034894,Imorun,6.76124,4.692641667,3,TRUE,4.468,8936.03712,6744.523333,323.7016667,117.8113333,18643.00267,3.559,3.901666667,20.805,0.1,61.783,65.163,246,11.71,225.7,0.246,0.967
icr034914,Imorun,6.780285,4.696635,4,TRUE,4.569,14161.70657,21202.26033,433.7743333,139.9816667,11128.695,3.257666667,3.458333333,24.697,0.155,87.243,104.533,283.5,6.672,305.9,0.227,1.119
icr037418,Finnkolo,11.27548333,-5.5312,3,FALSE,5.079,3349.18082,1541.442333,156.2686667,60.84166667,22324.692,13.375,7.633,9.067,0.095,88.43,19.741,128.1,7.419,53.34,0.298,0.299
icr037446,Finnkolo,11.30450833,-5.532908333,3,FALSE,5.288,3771.26843,1804.946,294.6453333,47.34533333,13243.34533,16.57066667,8.723666667,9.254333333,0.076,142.9,53.181,287.1,15.69,60.73,0.58,0.432
icr037454,Finnkolo,11.32941667,-5.534058333,2,FALSE,5.874,4601.73443,1764.941,438.7376667,78.066,9998.666,7.083333333,6.202,7.429333333,0.161,126,64.951,415.7,58.23,130.5,0.98,0.54
icr037476,Finnkolo,11.34459667,-5.52968,1,FALSE,4.952,1391.34586,950.1916667,87.09133333,63.079,6848.565,4.349,3.420333333,4.933333333,0.029,79.28,21.631,111.7,48.55,67.46,0.167,0.318
icr037492,Finnkolo,11.27253667,-5.513963333,3,FALSE,5.163,4641.68385,2725.201,452.8076667,142.5206667,19461.72067,18.31666667,11.87066667,13.088,0.109,137.5,115.391,435,31.01,54.38,0.735,0.531
icr037512,Finnkolo,11.30263,-5.513288333,2,FALSE,5.084,3629.07425,1305.959,106.703,38.22166667,16571.71567,7.853,6.413666667,6.485333333,0.068,73.06,44.531,98.3,4.099,68.53,0.318,0.372
icr037532,Finnkolo,11.32956833,-5.518538333,2,TRUE,5.609,1902.92634,1447.811333,292.5023333,190.247,9591.811333,6.975666667,4.061333333,7.002,0.1,109.2,51.541,295.2,204,102.1,0.274,0.229
icr037554,Finnkolo,11.34812,-5.520495,2,FALSE,5.14,1637.02376,658.7023333,154.8963333,31.19466667,9572.035333,5.698,4.296333333,5.616,0.077,74.22,16.541,171.6,7.944,70.02,0.219,2.103
